Muestras,Insertar0,InsertarM,Insertar1,Buscar0,BuscarM,Buscar1,Eliminar0,EliminarM,Eliminar1,Ordenar0,OrdenarM,Ordenar1
22350,0.0006,0.0005,0.0003,0.4646,0.4356,0.3156,0.2846,0.306,0.3566,0.746,0.78005,0.8141
22400,0.0005,0.0005,0.0004,0.3432,0.3138,0.2181,0.2554,0.2956,0.3587,0.7389,0.7389,0.7389
22450,0.0005,0.0003,0.0003,0.3167,0.2481,0.3408,0.3893,0.4234,0.5159,0.7426,0.74095,0.7393
22500,0.0005,0.0006,0.0003,0.296,0.3589,0.1923,0.2585,0.3722,0.389,0.9186,0.8484,0.7782
22550,0.0006,0.0004,0.0003,0.4744,0.3603,0.2453,0.3125,0.3185,0.3607,0.749,0.7887,0.8284
22600,0.0004,0.0006,0.0003,0.3366,0.2647,0.1143,0.2553,0.2903,0.363,0.7522,0.75285,0.7535
22650,0.0005,0.0007,0.0003,0.3564,0.3421,0.1504,0.2646,0.3047,0.3582,0.7835,0.77845,0.7734
22700,0.0005,0.0007,0.0003,0.3385,0.2529,0.1208,0.302,0.3207,0.3498,0.7618,0.76845,0.7751
22750,0.0008,0.0011,0.0003,0.3707,0.2536,0.1202,0.2638,0.3104,0.3545,0.8082,0.8086,0.809
22800,0.0004,0.0004,0.0003,0.3542,0.2977,0.1401,0.2636,0.3257,0.3584,0.7877,0.7795,0.7713
22850,0.0004,0.001,0.0003,0.4027,0.3357,0.2087,0.2546,0.2982,0.3426,0.7699,0.7692,0.7685
22900,0.0005,0.0004,0.0003,0.3252,0.353,0.1445,0.4379,0.6509,0.3592,0.9153,0.84365,0.772
22950,0.0005,0.0004,0.0003,0.3461,0.4295,0.2359,0.2577,0.3083,0.3847,0.9407,0.9544,0.9681
23000,0.0006,0.0012,0.0003,0.5992,0.3304,0.215,0.2734,0.3094,0.3554,0.8216,0.8196,0.8176
23050,0.0005,0.0018,0.0005,0.6785,0.5951,0.3439,0.3976,0.3198,0.355,0.7797,0.7815,0.7833
23100,0.0005,0.0008,0.0003,0.3931,0.372,0.2344,0.2674,0.3215,0.457,0.7964,0.7902,0.784
23150,0.0006,0.0008,0.0003,1.0163,0.3342,0.3263,0.5509,0.3634,0.3715,0.8622,0.8451,0.828
23200,0.0006,0.0004,0.0003,0.3475,0.332,0.1414,0.4367,0.3019,0.4184,0.978,0.88015,0.7823
23250,0.0005,0.0014,0.0004,0.3651,0.3382,0.2283,0.2732,0.3123,0.359,0.7979,0.7951,0.7923
23300,0.0006,0.0005,0.0003,0.3491,0.3619,0.2608,0.2834,0.3082,0.3529,0.7846,0.79845,0.8123
23350,0.0005,0.001,0.0004,0.6524,0.7399,0.3997,0.4553,0.4603,0.3671,0.7887,0.8012,0.8137
23400,0.0005,0.0005,0.0004,0.4042,0.3555,0.1317,0.2596,0.3005,0.5567,0.792,0.78875,0.7855
23450,0.0005,0.0006,0.0003,0.3045,0.3715,0.3017,0.3463,0.3734,0.4046,0.8124,0.8009,0.7894
23500,0.0005,0.0005,0.0003,0.3181,0.2412,0.1217,0.2737,0.3132,0.3739,0.839,0.83165,0.8243
23550,0.0004,0.001,0.0003,0.3781,0.3097,0.1346,0.3037,0.488,0.4357,0.9127,0.92085,0.929
23600,0.0005,0.0015,0.0003,0.4224,0.5018,0.4129,0.3744,0.3834,0.4206,0.753,0.81355,0.8741
23650,0.0005,0.0211,0.0003,0.4898,0.3371,0.1369,0.2713,0.324,0.3894,0.7953,0.81225,0.8292
23700,0.0004,0.0007,0.0003,0.3878,0.291,0.1271,0.2851,0.3219,0.3753,0.7996,0.80095,0.8023
23750,0.0005,0.0009,0.0004,0.394,0.5704,0.2416,0.2632,0.3045,0.6192,0.8176,0.8338,0.85
23800,0.0004,0.0004,0.0003,0.3327,0.3561,0.1572,0.4235,0.3433,0.3773,0.8308,0.82965,0.8285
23850,0.0005,0.0005,0.0003,0.5419,0.3848,0.2841,0.4379,0.6067,0.4385,0.8182,0.82775,0.8373
23900,0.0009,0.0009,0.0002,0.3717,0.3599,0.2658,0.2898,0.3343,0.3678,0.811,0.88925,0.9675
23950,0.0005,0.0007,0.0004,0.378,0.311,0.141,0.4984,0.3218,0.374,0.8951,0.85135,0.8076
24000,0.0005,0.0008,0.0003,0.551,0.7362,0.3613,0.4532,0.3072,0.3929,0.8987,0.88605,0.8734
24050,0.0005,0.001,0.0003,0.5439,0.3079,0.1184,0.2709,0.3051,0.3954,0.8647,0.8371,0.8095
24100,0.0005,0.0006,0.0003,0.3902,0.5523,0.3679,0.4194,0.3468,0.4144,0.8135,0.8124,0.8113
24150,0.0004,0.0008,0.0003,1.2428,0.7242,0.3539,0.3076,0.3171,0.3825,0.8166,0.81545,0.8143
24200,0.0005,0.0004,0.0003,0.3499,0.3266,0.16,0.3229,0.5332,0.5634,0.8655,0.84205,0.8186
24250,0.0004,0.0006,0.0003,0.4018,0.3614,0.2085,0.3467,0.3431,0.3699,0.8963,0.8761,0.8559
24300,0.0004,0.0004,0.0002,0.251,0.257,0.1248,0.2663,0.4377,0.4013,0.8873,0.96685,1.0464
24350,0.0005,0.0004,0.0003,0.4253,0.3268,0.1185,0.3219,0.321,0.3477,0.8277,0.85195,0.8762
24400,0.0004,0.0004,0.0002,0.3136,0.2484,0.1248,0.2763,0.3643,0.3769,0.8282,0.8321,0.836
24450,0.0004,0.0008,0.0003,0.4954,0.4838,0.3303,0.2998,0.3398,0.3609,0.79,0.7891,0.7882
24500,0.0004,0.0006,0.0003,0.4097,0.5123,0.2781,0.4436,0.3221,0.3665,0.9061,0.8776,0.8491
24550,0.0006,0.0011,0.0002,0.4343,0.4628,0.3506,0.4035,0.354,0.5358,0.9735,0.89185,0.8102
24600,0.0005,0.0004,0.0004,0.3882,1.332,1.0077,1.1331,0.8358,0.5611,0.8346,0.83275,0.8309
24650,0.0005,0.0003,0.0003,0.4064,0.3752,0.2019,0.2767,0.321,0.4501,1.0188,0.95845,0.8981
24700,0.0005,0.0004,0.0003,0.3293,0.2538,0.1259,0.2749,0.3233,0.5072,0.8442,0.872,0.8998
24750,0.0005,0.0007,0.0003,0.3441,0.2742,0.1276,0.2813,0.3305,0.3884,0.9314,0.89565,0.8599
24800,0.0005,0.0006,0.0003,0.341,0.2742,0.1357,0.2869,0.3351,0.4047,0.9216,0.88845,0.8553
24850,0.0005,0.0009,0.0003,0.3914,0.3614,0.1907,0.3094,0.334,0.3947,0.8612,0.857,0.8528
24900,0.0005,0.0008,0.0003,0.3767,0.3915,0.1314,0.2759,0.3267,0.3979,0.9101,0.9945,1.0789
24950,0.0006,0.0009,0.0003,0.4291,0.3654,0.1503,0.295,0.4144,0.447,0.9058,0.869,0.8322
25000,0.0005,0.0015,0.0002,0.5356,0.3662,0.2901,0.3012,0.3388,0.3931,0.8531,0.85185,0.8506
25050,0.0004,0.0004,0.0004,0.3325,0.3241,0.1574,0.2939,0.364,1.3354,0.8931,0.89015,0.8872
25100,0.0005,0.0003,0.0003,0.3356,0.3099,0.2315,0.3323,0.3947,0.5458,0.8802,0.8674,0.8546
25150,0.0005,0.0003,0.0003,0.317,0.3864,0.1551,0.291,0.3489,0.4131,0.9494,0.98165,1.0139
25200,0.0006,0.0003,0.0003,0.3588,0.2729,0.1365,0.2851,0.3291,0.4186,0.9074,0.899,0.8906
25250,0.0009,0.0007,0.0003,0.3787,0.4415,0.1604,0.2899,0.4905,0.4546,0.9896,1.02905,1.0685
25300,0.0006,0.0008,0.0003,0.3786,0.348,0.1553,0.2993,0.3567,0.422,0.8585,0.98545,1.1124
25350,0.0005,0.0009,0.0003,0.4042,0.4435,0.3452,0.4261,0.3629,0.3971,0.9706,0.927,0.8834
25400,0.0005,0.0005,0.0003,0.3834,0.283,0.1274,0.2833,0.3345,0.3838,0.9582,0.91435,0.8705
25450,0.0005,0.0007,0.0003,0.3846,0.3058,0.2213,0.2911,0.3538,0.4024,0.8569,0.85575,0.8546
25500,0.0006,0.0007,0.0003,0.4386,0.3705,0.1561,0.2974,0.3503,0.4023,0.8633,0.85895,0.8546
25550,0.0005,0.0008,0.0003,0.4506,0.339,0.2599,0.2946,0.3465,0.3949,0.8571,0.8572,0.8573
25600,0.0005,0.0013,0.0005,0.9231,0.5713,0.4813,0.3692,0.3556,0.4075,0.8583,0.8376,0.8169
25650,0.0004,0.0004,0.0004,0.3705,0.4945,0.3277,0.4957,0.4079,0.4132,0.8589,0.8607,0.8625
25700,0.0005,0.0004,0.0003,0.3608,0.2898,0.2139,0.2956,0.346,0.4004,0.8467,0.85315,0.8596
25750,0.0004,0.0003,0.0003,0.3256,0.4151,0.203,0.2789,0.3694,0.4201,1.1347,1.00185,0.869
25800,0.0008,0.0004,0.0004,0.372,0.3121,0.2553,0.3449,0.3529,0.4079,0.8785,0.8749,0.8713
25850,0.0006,0.0004,0.0004,0.436,0.334,0.1595,0.3086,0.3517,0.4397,0.8679,0.8765,0.8851
25900,0.0004,0.0009,0.0003,0.5001,0.3575,0.2857,0.3055,0.3466,0.4034,0.8681,0.8692,0.8703
25950,0.0006,0.0007,0.0003,0.4282,0.3422,0.2653,0.33,0.3691,0.4418,0.8704,0.86875,0.8671
26000,0.0005,0.0004,0.0003,0.4702,0.6827,0.7839,0.7919,0.3897,0.4757,1.0936,1.0681,1.0426
26050,0.0005,0.0006,0.0003,0.5261,0.3906,0.3619,0.4124,0.3567,0.5307,0.8732,0.87545,0.8777
26100,0.0007,0.0004,0.0002,0.4048,0.3081,0.15,0.365,0.4076,0.4891,0.8716,0.8693,0.867
26150,0.0004,0.0007,0.0003,0.384,0.3379,0.2704,0.3161,0.3661,0.4068,0.8723,0.8708,0.8693
26200,0.0005,0.0003,0.0003,0.3318,0.2783,0.156,0.2984,0.352,0.4041,0.8843,0.88305,0.8818
26250,0.0005,0.0007,0.0004,0.3938,0.3093,0.1392,0.3005,0.3543,0.4093,0.8736,0.8775,0.8814
26300,0.0005,0.0003,0.0004,0.2845,0.2317,0.1346,0.2979,0.3499,0.4031,0.9793,0.90605,0.8328
26350,0.0005,0.0005,0.0003,0.3593,0.2822,0.1441,0.3211,0.3769,0.4156,0.8743,0.874,0.8737
26400,0.0005,0.0003,0.0003,0.3821,0.3615,0.2414,0.306,0.3633,0.4299,0.8769,0.8751,0.8733
26450,0.0005,0.0003,0.0004,0.3034,0.2281,0.1344,0.2904,0.3393,0.3916,0.8371,0.89115,0.9452
26500,0.0005,0.0006,0.0004,0.2832,0.2654,0.1321,0.2873,0.3394,0.4785,0.9552,0.89605,0.8369
26550,0.0005,0.0004,0.0003,0.3418,0.3694,0.2809,0.3134,0.3678,0.4343,1.0077,1.1203,1.2329
26600,0.0005,0.0003,0.0003,0.3918,0.3427,0.2449,0.3433,0.3412,0.3936,0.8855,0.9731,1.0607
26650,0.0005,0.0005,0.0003,0.3549,0.277,0.1408,0.305,0.3574,0.4134,0.9498,0.91695,0.8841
26700,0.0005,0.0006,0.0003,0.3273,0.2569,0.1427,0.306,0.3673,0.4209,0.8899,0.8888,0.8877
26750,0.0009,0.0008,0.0004,0.5718,0.3819,0.165,0.3181,0.3605,0.4144,0.8946,0.89335,0.8921
26800,0.0005,0.001,0.0002,0.4731,0.3692,0.2845,0.3312,0.389,0.4509,0.8977,0.90045,0.9032
26850,0.0005,0.0004,0.0003,0.4091,0.3232,0.2366,0.3211,0.3785,0.4347,0.9029,0.9009,0.8989
26900,0.0005,0.0003,0.0002,0.3503,0.3286,0.2817,0.3507,0.3661,0.428,0.9084,0.9068,0.9052
26950,0.0005,0.0011,0.0004,0.3877,0.3895,0.231,0.319,0.3687,0.4255,0.95,0.92575,0.9015
27000,0.0005,0.0004,0.0003,0.4272,0.3286,0.2439,0.3185,0.3752,0.4298,0.9069,0.91005,0.9132
27050,0.0005,0.0004,0.0003,0.4072,0.3432,0.1539,0.3262,0.3735,0.4428,0.9058,0.9049,0.904
27100,0.0005,0.0005,0.0003,0.4872,0.4355,0.3416,0.3295,0.3635,0.4225,0.9041,0.90325,0.9024
27150,0.0005,0.0006,0.0003,0.5503,0.5635,0.3583,0.307,0.3455,0.4001,0.9068,0.9208,0.9348
27200,0.0004,0.0009,0.0003,0.7975,0.4456,0.2255,0.4381,0.3745,0.466,0.9633,0.9386,0.9139
27250,0.0005,0.0006,0.0004,0.5158,0.3133,0.1364,0.2937,0.3459,0.4079,0.9345,0.92905,0.9236
27300,0.0005,0.0004,0.0003,0.711,0.4392,0.5899,1.1755,0.4049,0.5108,0.9173,0.906,0.8947
27350,0.0004,0.0005,0.0003,0.5233,0.513,0.3341,0.3312,0.3682,0.4998,0.9096,0.9119,0.9142
27400,0.0005,0.0006,0.0003,0.4872,0.3247,0.231,0.3559,0.3998,0.4608,0.9113,0.91065,0.91
27450,0.0004,0.0003,0.0003,1.56,0.9729,0.5246,0.9047,0.4724,0.4739,0.9304,0.94285,0.9553
27500,0.0006,0.001,0.0003,0.7408,0.4085,0.2899,0.3153,0.3669,0.4675,0.9284,0.9201,0.9118
27550,0.0006,0.0009,0.0005,0.6584,0.4952,0.3082,0.3131,0.3757,0.4173,0.9617,1.0273,1.0929
27600,0.0005,0.0008,0.0003,0.4416,0.3385,0.1427,0.3161,0.381,0.4498,0.9096,0.90775,0.9059
27650,0.0005,0.0012,0.0004,0.5087,0.3585,0.144,0.3128,0.3657,0.4225,0.9118,0.91745,0.9231
27700,0.0005,0.0003,0.0003,0.3921,0.3023,0.1458,0.3481,1.8712,0.7341,0.9229,0.9223,0.9217
27750,0.0006,0.0003,0.0003,0.3948,0.2887,0.1381,0.356,0.3594,0.4095,0.919,0.96935,1.0197
27800,0.0005,0.0003,0.0003,0.3368,0.3062,0.1834,0.3286,0.3767,0.4397,0.9119,0.93755,0.9632
27850,0.0005,0.0004,0.0003,0.5438,0.3854,0.1538,0.3217,0.4218,0.5327,0.931,0.9267,0.9224
27900,0.0004,0.0003,0.0002,0.3952,0.4177,0.1725,0.3212,0.3869,0.4349,0.9215,0.92085,0.9202
27950,0.0005,0.0003,0.0003,0.3569,0.2793,0.1471,0.3204,0.3813,0.4739,0.9613,0.9593,0.9573
28000,0.0005,0.0009,0.0007,0.5863,0.4406,0.207,0.389,0.4014,0.4439,0.9419,0.938,0.9341
28050,0.0005,0.0013,0.0003,0.4243,0.3513,0.154,0.3224,0.3756,0.437,1.0203,0.97115,0.922
28100,0.0004,0.0005,0.0003,0.4192,0.3812,0.2916,0.3458,0.3846,0.4338,0.9309,0.99365,1.0564
28150,0.0005,0.0013,0.0005,0.6978,0.6597,0.6836,0.7926,0.68,2.6089,0.9258,0.94195,0.9581
28200,0.0005,0.0008,0.0003,0.5507,0.6216,0.339,0.3513,0.4371,0.4829,0.9063,0.96635,1.0264
28250,0.0005,0.0015,0.0003,0.6896,0.4599,0.3868,0.3953,0.4046,0.4606,1.1182,1.03245,0.9467
28300,0.0006,0.0009,0.0004,0.542,0.4587,0.3166,0.3499,0.379,0.4385,0.9402,0.9367,0.9332
28350,0.0008,0.0004,0.0003,0.5184,0.96,1.459,1.7818,0.5364,0.5389,1.0175,0.9685,0.9195
28400,0.0004,0.001,0.0003,0.9616,0.3982,0.3096,0.3239,0.373,0.4309,0.9242,0.92365,0.9231
28450,0.0005,0.0008,0.0003,0.725,0.3519,0.277,0.3228,0.4056,0.458,0.9512,1.09605,1.2409
28500,0.0005,0.0011,0.0003,0.4768,0.4315,0.2108,0.3325,0.386,0.4421,0.9324,0.93245,0.9325
28550,0.0005,0.0005,0.0006,0.5417,0.4599,0.2391,0.3949,0.4644,0.4973,0.923,0.9406,0.9582
28600,0.0005,0.0012,0.0004,0.7064,0.3954,0.3012,0.3328,0.3834,0.494,0.9297,0.9284,0.9271
28650,0.0006,0.0011,0.0006,0.5118,0.357,0.2667,0.3368,0.3903,0.4445,0.9672,0.95155,0.9359
28700,0.0005,0.0008,0.0003,0.42,0.3929,0.2975,0.3356,0.3939,0.4438,0.9378,0.93885,0.9399
28750,0.0004,0.0008,0.0003,0.4332,0.3529,0.2877,0.3319,0.3796,0.5029,1.0733,1.09295,1.1126
28800,0.0007,0.0012,0.0003,0.5879,0.9798,0.611,1.2195,0.6145,0.4605,1.0846,1.1159,1.1472
28850,0.0007,0.0007,0.0003,0.7333,0.6192,0.3311,0.3115,0.3601,0.5304,0.9683,1.0515,1.1347
28900,0.0005,0.0005,0.0003,0.4716,0.375,0.163,0.3416,0.3881,0.4471,0.9961,1.0565,1.1169
28950,0.0009,0.0004,0.0004,0.4159,0.3533,0.2922,0.3763,0.404,0.4477,1.2212,1.10005,0.9789
29000,0.0007,0.0006,0.0003,0.4605,0.3685,0.2658,0.3275,0.3827,0.4537,1.5163,1.23255,0.9488
29050,0.0005,0.0005,0.0003,0.4744,0.4482,0.2304,0.3197,0.4373,0.728,1.1617,1.06035,0.959
29100,0.0006,0.0006,0.0003,0.4741,0.496,0.2755,0.3438,0.3986,0.4616,0.9656,1.0135,1.0614
29150,0.0005,0.0004,0.0004,0.4284,0.4454,0.1837,0.3545,0.3972,0.4583,1.1077,1.0689,1.0301
29200,0.0005,0.0005,0.0003,0.4966,0.4381,0.4384,0.9692,0.5312,0.4453,0.9548,0.9553,0.9558
29250,0.0006,0.0004,0.0003,0.4755,0.3802,0.3091,0.3716,0.4475,0.4504,0.9769,1.07445,1.172
29300,0.0004,0.0012,0.0003,0.4097,0.3271,0.1543,0.3309,0.3885,0.4529,1.0367,0.99525,0.9538
29350,0.0005,0.001,0.0003,0.4673,0.393,0.16,0.3318,0.3883,0.4535,0.9838,0.97545,0.9671
29400,0.0005,0.0008,0.0003,0.5071,0.472,0.3443,0.3743,0.3879,0.4497,1.1193,1.04875,0.9782
29450,0.0007,0.0008,0.0003,0.4581,0.4081,0.3974,0.395,0.3934,0.452,1.0276,1.0711,1.1146
29500,0.0009,0.0008,0.0004,0.4469,0.387,0.2709,0.4169,0.4839,0.5876,0.9623,0.96155,0.9608
29550,0.0004,0.0003,0.0003,0.4054,0.3334,0.1705,0.3484,0.4069,0.4619,1.073,1.1255,1.178
29600,0.0005,0.0011,0.0002,0.5845,0.5043,0.3093,0.5102,0.6547,0.5518,0.9716,0.9411,0.9106
29650,0.0005,0.0005,0.0003,0.6452,0.5168,0.6382,1.0187,0.5503,0.4987,0.9699,0.94865,0.9274
29700,0.0004,0.0004,0.0003,0.7915,0.5306,0.2985,0.4694,0.3852,0.5297,0.9859,0.98635,0.9868
29750,0.0004,0.0004,0.0006,0.5452,0.3609,0.1565,0.3365,0.3954,0.4558,0.9728,0.96705,0.9613
29800,0.0006,0.0002,0.0002,0.4546,0.6388,0.533,0.5838,0.421,0.4642,1.0661,1.0134,0.9607
29850,0.0009,0.0005,0.0002,0.5792,0.6632,0.1687,0.3428,0.4262,0.4783,1.0688,1.0244,0.98
29900,0.0005,0.0012,0.0005,0.7532,0.509,0.3516,0.4863,0.6063,0.5708,0.9956,0.9943,0.993
29950,0.0004,0.001,0.0003,0.5646,0.4966,0.1628,0.3647,0.4089,0.487,0.9767,0.9731,0.9695
30000,0.0005,0.0008,0.0003,0.5211,0.4111,0.1677,0.3458,0.4024,0.4712,0.9704,0.96955,0.9687
30050,0.0007,0.0006,0.0003,0.5183,0.4754,0.3681,0.3752,0.3953,0.4564,0.9694,1.00615,1.0429
30100,0.0006,0.0006,0.0004,0.4589,0.4975,0.3729,0.3716,0.4165,0.4896,0.9659,0.97405,0.9822
30150,0.0006,0.0007,0.0003,0.5231,0.4517,0.3682,0.3716,0.4041,0.4658,0.968,0.9683,0.9686
30200,0.0004,0.0014,0.0003,0.6641,0.6673,0.4832,0.5179,0.4135,0.4717,0.9666,0.9708,0.975
30250,0.0005,0.0008,0.0003,0.4482,0.5111,0.2195,0.3663,0.419,0.4968,0.967,0.9835,1
30300,0.0006,0.0007,0.0004,0.4657,0.455,0.26,0.3706,0.4761,0.4915,0.9776,0.97915,0.9807
30350,0.0006,0.0004,0.0003,0.5539,0.5566,0.3948,0.7953,0.4457,0.4626,0.9688,1.03405,1.0993
30400,0.001,0.0005,0.0003,0.4952,0.4663,0.3618,0.3781,0.4076,0.4715,0.9857,1.0007,1.0157
30450,0.0006,0.0003,0.0003,0.4388,0.499,0.2774,0.3307,0.4174,0.435,0.9882,0.99335,0.9985
30500,0.0004,0.0003,0.0003,0.4582,0.4585,0.2326,0.3513,0.4215,0.5043,1.3027,1.14485,0.987
30550,0.0006,0.0003,0.0003,0.4237,0.3368,0.1639,0.4675,0.4332,0.5797,1.2058,1.11265,1.0195
30600,0.0005,0.0004,0.0003,0.5014,0.346,0.1586,0.346,0.4368,0.5833,1.0237,1.0007,0.9777
30650,0.0004,0.0006,0.0004,0.4869,0.3909,0.2899,0.3495,0.4065,0.4786,0.984,0.9886,0.9932
30700,0.0006,0.0008,0.0003,0.4888,0.3698,0.2945,0.3518,0.4143,0.4855,0.9907,0.9893,0.9879
30750,0.0004,0.0006,0.0003,0.9847,0.5936,0.3287,0.3709,0.4152,0.5153,0.9849,0.9828,0.9807
30800,0.0005,0.0008,0.0003,0.6416,0.4942,0.2944,0.387,0.4526,0.6013,1.1314,1.11805,1.1047
30850,0.0006,0.0008,0.0003,0.7803,0.8007,0.6959,1.8759,1.0693,0.6768,1.0579,1.0407,1.0235
30900,0.0005,0.001,0.0003,0.7579,0.4399,0.3548,0.3835,0.4364,0.5217,1.0182,1.0094,1.0006
30950,0.0005,0.0004,0.0004,0.7238,0.9492,0.5628,0.6616,0.4282,0.4842,1.1491,1.18815,1.2272
31000,0.0004,0.0009,0.0003,0.6056,0.4054,0.3203,0.3571,0.4113,0.4814,1.0393,1.0199,1.0005
31050,0.0006,0.0004,0.0003,0.5573,0.4106,0.1973,0.3989,0.4224,0.4799,0.9983,1.0071,1.0159
31100,0.0007,0.0005,0.0003,0.5545,0.4454,0.3907,0.4631,0.4582,0.4819,1.0072,1.00405,1.0009
31150,0.0005,0.0011,0.0005,0.6105,0.5578,0.5121,0.4334,0.4408,0.5061,1.008,1.00955,1.0111
31200,0.0005,0.0008,0.0003,1.3737,0.6713,0.7751,1.2534,0.7522,0.5404,1.0169,1.01265,1.0084
31250,0.0006,0.0007,0.0003,0.5084,0.5774,1.0564,1.8485,0.6551,0.7162,1.1015,1.14755,1.1936
31300,0.0005,0.0015,0.0003,1.3431,0.4636,0.4179,0.5029,0.4772,0.5548,1.0077,1.0171,1.0265
31350,0.0006,0.0006,0.0003,0.4972,0.463,0.3753,0.4408,0.5254,0.562,1.006,1.0074,1.0088
31400,0.0005,0.0008,0.0003,0.5549,0.4857,0.329,0.3917,1.5782,0.986,1.0169,1.0155,1.0141
31450,0.0005,0.0007,0.0004,0.5204,0.3995,0.3086,0.3651,0.4462,0.6037,1.0036,1,0.9964
31500,0.0005,0.0006,0.0003,0.5714,0.6183,0.2691,0.5943,0.5104,0.7484,0.9983,1.0846,1.1709
31550,0.0008,0.0007,0.0003,0.5673,0.8425,0.8096,1.0363,0.4138,0.7137,1.0021,1.0171,1.0321
31600,0.0004,0.0003,0.0004,0.7902,0.6041,0.4649,0.4232,0.4533,0.5971,1.1148,1.1242,1.1336
31650,0.0005,0.0006,0.0004,0.6825,0.4474,0.4453,0.8266,0.4929,0.5413,0.9984,0.99945,1.0005
31700,0.0005,0.0007,0.0003,0.5329,0.5838,0.4385,0.3531,0.4179,0.529,1.0034,1.01305,1.0227
31750,0.0006,0.001,0.0005,0.8916,0.4854,0.3437,0.3645,0.421,0.4914,1.0979,1.0494,1.0009
31800,0.0005,0.0007,0.0002,0.5078,0.4014,0.1753,0.3719,0.4596,0.5834,1.0067,1.0308,1.0549
31850,0.0006,0.001,0.0003,0.4575,0.3681,0.2292,0.7328,0.75,0.8809,1.0103,1.04735,1.0844
31900,0.0007,0.0004,0.0003,0.4515,0.3675,0.2,0.4213,0.4581,0.4973,1.0098,1.0114,1.013
31950,0.0006,0.0004,0.0003,0.5589,0.3823,0.1822,0.3698,0.4912,0.5347,1.0286,1.11195,1.1953
32000,0.0008,0.0008,0.0003,0.6154,0.6715,0.4819,0.8797,0.4466,0.5018,1.0193,1.02095,1.0226
32050,0.0005,0.0004,0.0003,0.5061,0.4678,0.2085,0.4431,0.4435,0.5405,1.1057,1.10265,1.0996
32100,0.0004,0.001,0.0003,0.584,0.5952,0.2453,0.4592,0.5227,0.5877,1.013,1.0111,1.0092
32150,0.0004,0.0004,0.0003,0.5043,0.633,0.2488,0.3649,0.4405,0.5101,0.9652,0.9817,0.9982
32200,0.0007,0.0015,0.0006,0.7874,0.5983,0.5528,0.6531,0.4667,0.4652,1.01,1.0108,1.0116
32250,0.0005,0.0009,0.0003,0.6646,0.6125,0.5671,0.5417,0.5012,0.496,1.0329,1.03015,1.0274
32300,0.0005,0.0007,0.0003,0.5382,0.4144,0.1737,0.3694,0.4346,0.5003,1.1106,1.09955,1.0885
32350,0.001,0.0009,0.0003,0.5707,0.5137,0.2432,0.5168,0.503,0.524,1.2266,1.1387,1.0508
32400,0.0005,0.0003,0.0003,0.4792,0.3808,0.171,0.3676,0.543,0.5839,1.2281,1.14775,1.0674
32450,0.0007,0.0012,0.0003,0.5717,0.5165,0.28,0.4323,0.5665,0.5589,1.1076,1.07565,1.0437
32500,0.0005,0.0004,0.0003,0.4999,0.3912,0.1937,0.4543,0.5275,0.5248,1.0877,1.0621,1.0365
32550,0.0005,0.0008,0.0004,0.9794,0.6345,0.4882,0.5182,0.4327,0.5012,1.0506,1.0492,1.0478
32600,0.0005,0.001,0.0003,0.5196,0.4102,0.1894,0.3675,0.4327,0.5122,1.0341,1.03635,1.0386
32650,0.0005,0.0008,0.0003,0.5045,0.3933,0.2118,0.3721,0.4303,0.4954,1.0328,1.03945,1.0461
32700,0.0006,0.0011,0.0002,0.5125,0.4269,0.1838,0.3809,0.4352,0.5186,1.0339,1.1079,1.1819
32750,0.0008,0.0009,0.0005,0.5217,0.4334,0.3214,0.4145,0.4582,0.5078,1.0299,1.0278,1.0257
32800,0.0006,0.0006,0.0002,0.5729,0.6314,0.414,0.4318,0.5035,0.5412,1.0819,1.0624,1.0429
32850,0.0005,0.0005,0.0004,1.2479,0.6355,0.7738,0.7287,0.4638,0.5747,1.0586,1.0563,1.054
32900,0.0005,0.0009,0.0003,0.5804,0.5619,0.216,0.6241,1.1869,0.7958,1.0301,1.0172,1.0043
32950,0.0005,0.0006,0.0003,0.8302,0.7065,0.6029,0.4564,0.4492,0.5551,1.0067,1.10545,1.2042
33000,0.0005,0.0012,0.0002,0.5005,0.5596,0.2737,0.4645,0.5232,0.5246,1.056,1.08385,1.1117
33050,0.0004,0.0003,0.0003,0.5388,0.4201,0.2894,0.414,0.4824,0.4916,1.0702,1.1702,1.2702
33100,0.0009,0.0002,0.0003,0.5028,0.4937,0.1991,0.3791,0.4422,0.5188,1.0566,1.0358,1.015
33150,0.0005,0.0003,0.0003,0.5771,0.5526,0.5074,0.4029,0.4506,0.6051,1.064,1.03795,1.0119
33200,0.0006,0.0011,0.0003,0.7899,0.4439,0.2668,1.5228,1.2272,0.5584,1.0222,1.0622,1.1022
33250,0.0005,0.0015,0.0003,0.8286,0.4555,0.2024,0.3754,0.4357,0.5004,1.0728,1.0541,1.0354
33300,0.0006,0.0009,0.0003,0.5312,0.4319,0.1711,0.37,0.9296,0.7894,1.0633,1.0513,1.0393
33350,0.0004,0.0008,0.0003,0.5724,0.5359,0.2798,0.6226,0.585,0.5841,1.0412,1.1808,1.3204
33400,0.0006,0.0005,0.0003,0.6201,0.4599,0.1784,0.372,0.4682,0.518,1.6067,1.42665,1.2466
33450,0.0005,0.0006,0.0003,0.8051,0.3794,0.2179,0.4221,0.4374,0.8026,1.083,1.07815,1.0733
33500,0.0005,0.0006,0.0003,1.831,1.3545,0.4911,0.6921,0.4743,0.5759,1.078,1.07575,1.0735
